name,link,country,fact_reporting,media_type,traffic,press_freedom,cred_rank,bias
Popular Information,https://popular.info,USA,HIGH,N/A,N/A,N/A,N/A,left
Popular Resistance,https://popularresistance.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Minimal Traffic,N/A,N/A,left
Press Progress,https://www.pressprogress.ca/,Canada,HIGH,N/A,N/A,N/A,N/A,left
Progressive Change Campaign Committee,https://www.boldprogressives.org/,USA,MIXED,N/A,N/A,N/A,N/A,left
Project Censored,https://www.projectcensored.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,left
Queerty,https://www.queerty.com,USA (44/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,left
Rabble.ca,http://rabble.ca/,Canada,HIGH,N/A,N/A,N/A,N/A,left
Rantt Media,https://rantt.com,USA,HIGH,N/A,N/A,N/A,N/A,left
Raw Story,https://www.rawstory.com/,USA (45/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,left
Reader Supported News (RSN),https://www.rsn.org/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
Reading the Pictures,https://www.readingthepictures.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Minimal Traffic,N/A,N/A,left
Real News Network,https://therealnews.com/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left
Red Pepper,http://www.redpepper.org.uk/,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left
Refinery29,https://www.refinery29.com/,USA (45/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left
Republic Report,https://www.republicreport.org,USA,HIGH,N/A,N/A,N/A,N/A,left
Resilience (Post Carbon Institute),https://www.resilience.org,USA,MIXED,N/A,N/A,N/A,N/A,left
Revcom.us,https://revcom.us/,USA,MIXED,N/A,N/A,N/A,N/A,left
Rewire News Group,https://rewirenewsgroup.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Right Wing Watch,https://www.rightwingwatch.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left
Ring of Fire,https://trofire.com/,USA (44/180 Press Freedom),MIXED,Radio Station/Website,Minimal Traffic,N/A,N/A,left
Rolling Stone,https://trofire.com/,USA (44/180 Press Freedom),HIGH,Magazine,High Traffic,N/A,N/A,left
Salon,https://www.salon.com,USA (45/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left
San Francisco Bay View,https://sfbayview.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Scary Mommy,https://www.scarymommy.com/,USA (45/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,left
Second Nexus,https://secondnexus.com,USA,MIXED,N/A,N/A,N/A,N/A,left
Seventeen,https://www.seventeen.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Shadow Proof,https://shadowproof.com,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,left
Shareblue,https://shareblue.com/,USA,MIXED,N/A,N/A,N/A,N/A,left
Shondaland,https://www.shondaland.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
Slate,https://slate.com,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,left
Sludge,https://readsludge.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Smirking Chimp,http://www.smirkingchimp.com/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,left
Socialist Standard,https://www.worldsocialism.org/spgb/,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left
SocialistWorker.org,https://socialistworker.org/,USA,HIGH,N/A,N/A,N/A,N/A,left
Source Politics,https://www.sourcepolitics.com,USA,MIXED,N/A,N/A,N/A,N/A,left
SourceWatch,https://www.sourcewatch.org/,USA,HIGH,N/A,N/A,N/A,N/A,left
Southern Poverty Law Center (SPLC),https://www.splcenter.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left
Splinter,https://splinternews.com,USA,MIXED,N/A,N/A,N/A,N/A,left
St. Pete for Peace,https://www.stpete4peace.org/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
Talking Points Memo,https://talkingpointsmemo.com,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left
Teen Vogue,https://www.teenvogue.com,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The 19th News,https://19thnews.org/,USA,HIGH,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,left
The Advocate,https://www.advocate.com,USA (44/180 Press Freedom),HIGH,Magazine,Medium Traffic,N/A,N/A,left
The American Independent Institute,https://americanindependent.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Medium Traffic,N/A,N/A,left
The American Prospect,https://prospect.org,USA (44/180 Press Freedom),HIGH,Magazine,Medium Traffic,N/A,N/A,left
The Austin Chronicle,https://www.austinchronicle.com,USA,HIGH,N/A,N/A,N/A,N/A,left
The Baffler,https://thebaffler.com/,USA (44/180 Press Freedom),HIGH,Magazine,Medium Traffic,N/A,N/A,left
The Blue Route,http://theblueroute.org/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The Burning Spear,https://www.theburningspear.com/,USA (44/180 Press Freedom),HIGH,Newspaper,Medium Traffic,N/A,N/A,left
The Canary (UK),https://www.thecanary.co/,United Kingdom,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The Climate Reality Project,https://www.climaterealityproject.org/,USA (45/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Medium Traffic,N/A,N/A,left
The Cut,https://www.thecut.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Daily 49er,http://www.daily49er.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
The Daily Banter,https://thedailybanter.com/,USA,MIXED,N/A,N/A,N/A,N/A,left
The Daily Buzz,https://the-daily.buzz/,USA,MIXED,N/A,N/A,N/A,N/A,left
The Daily Poster,https://www.dailyposter.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
The Daily Vox,https://www.thedailyvox.co.za/,South Africa,HIGH,N/A,N/A,N/A,N/A,left
The Democratic Hub,http://www.democratichub.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
The Dodo,https://www.thedodo.com,USA,MIXED,N/A,N/A,N/A,N/A,left
The Dworkin Report,https://dworkinreport.com,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
The Florida Squeeze,https://thefloridasqueeze.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
The Gaily Grind,https://thegailygrind.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,left
The Ghion Journal,https://ghionjournal.com,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Minimal Traffic,N/A,N/A,left
The Good Men Project,https://goodmenproject.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left
The Gravel Institute,https://www.gravelinstitute.org/,USA,MIXED,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,left
TheImproper Magazine,https://www.theimproper.com,USA,HIGH,N/A,N/A,N/A,N/A,left
The Indypendent,https://indypendent.org,USA,HIGH,N/A,N/A,N/A,N/A,left
The Intellectualist,https://mavenroundtable.io/theintellectualist/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
The Lily,https://www.thelily.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left
The London Economic,https://www.thelondoneconomic.com,United Kingdom,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The Mary Sue,https://www.themarysue.com,USA,MIXED,N/A,N/A,N/A,N/A,left
The Militant,https://themilitant.com/,USA (45/180 Press Freedom),MIXED,Newspaper,Minimal Traffic,N/A,N/A,left
The Monthly (Australia),https://www.themonthly.com.au/,Australia,HIGH,N/A,N/A,N/A,N/A,left
The Morning Star,https://morningstaronline.co.uk/,United Kingdom,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The Nation,https://www.thenation.com/,USA (45/180 Press Freedom),HIGH,Magazine,Medium Traffic,N/A,N/A,left
The National Memo,https://www.nationalmemo.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The New Civil Rights Movement,https://www.thenewcivilrightsmovement.com/,USA,MIXED,N/A,N/A,N/A,N/A,left
The Palestine Chronicle,https://www.palestinechronicle.com,USA,HIGH,N/A,N/A,N/A,N/A,left
The Phnom Penh Post,https://www.phnompenhpost.com/,N/A,N/A,N/A,N/A,N/A,N/A,left
The Progressive,https://progressive.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Magazine,Medium Traffic,N/A,N/A,left
The Progressive Frontier,https://progressivefrontier.com,USA,MIXED,N/A,N/A,N/A,N/A,left
The Root,https://www.theroot.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left
The Source Newspaper (La Source),https://thelasource.com/,Canada (14/180 Press Freedom),MOSTLY FACTUAL,Newspaper,Minimal Traffic,N/A,N/A,left
The Stranger,https://www.thestranger.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
The Texas Observer,https://www.texasobserver.org,USA,HIGH,N/A,N/A,N/A,N/A,left
The Village Voice,https://www.villagevoice.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
The Walrus,https://thewalrus.ca/,Canada,HIGH,N/A,N/A,N/A,N/A,left
The Washington Spectator,https://washingtonspectator.org/,USA,HIGH,N/A,N/A,N/A,N/A,left
The Week (USA),https://theweek.com/,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,left
The World Can’t Wait,https://worldcantwait.net/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,left
TheGrio,https://thegrio.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
The Zero Hour,https://thisisthezerohour.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Them.us,https://www.them.us/,United States,HIGH,N/A,N/A,N/A,N/A,left
Think Progress,https://thinkprogress.org/,USA,MIXED,N/A,N/A,N/A,N/A,left
This Magazine,https://this.org/,Canada,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left
Towleroad,http://www.towleroad.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
TreeHugger,https://www.treehugger.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Truthdig,https://www.truthdig.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
TruthOut,https://truthout.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,left
Truth Theory,https://truththeory.com,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left
Unicorn Riot,https://unicornriot.ninja/,USA,HIGH,N/A,N/A,N/A,N/A,left
Uproxx,https://uproxx.com/,N/A,MIXED,N/A,N/A,N/A,N/A,left
Upworthy,https://www.upworthy.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Vanity Fair,https://www.vanityfair.com,USA (45/180 Press Freedom),MOSTLY FACTUAL,Magazine,High Traffic,N/A,N/A,left
Viral Title,http://viraltitle.com,Panama,MIXED,N/A,N/A,N/A,N/A,left
Vox,https://www.vox.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left
Wall Street on Parade,https://wallstreetonparade.com/,USA (45/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,left
Washington Babylon,https://washingtonbabylon.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
Washington Press,https://washingtonpress.com/,USA,MIXED,N/A,N/A,N/A,N/A,left
Washington Sources,http://washingtonsources.org,USA,MIXED,N/A,N/A,N/A,N/A,left
Washingtonian,https://www.washingtonian.com,USA,HIGH,N/A,N/A,N/A,N/A,left
Wear Your Voice,https://wearyourvoicemag.com,USA (44/180 Press Freedom),HIGH,Website,Minimal Traffic,N/A,N/A,left
We Hunted the Mammoth,http://www.wehuntedthemammoth.com/,USA,HIGH,N/A,N/A,N/A,N/A,left
White House Watch,https://whitehousewatch.com,USA,MIXED,N/A,N/A,N/A,N/A,left
Who.What.Why,https://whowhatwhy.org/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,left
Wonkette,https://www.wonkette.com,USA,MIXED,N/A,N/A,N/A,N/A,left
Workers World,https://www.workers.org/,USA (44/180 Press Freedom),MIXED,Newspaper,Medium Traffic,N/A,N/A,left
World Socialist Web Site,https://www.wsws.org,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Medium Traffic,N/A,N/A,left
Yes Magazine,https://www.yesmagazine.org,USA,HIGH,N/A,N/A,N/A,N/A,left
The Young Turks,https://tytnetwork.com/,USA,MIXED,TV Station,High Traffic,MOSTLY FREE,N/A,left
Your Black World,http://yourblackworld.net,USA,MIXED,N/A,N/A,N/A,N/A,left
Z Magazine,https://zcomm.org/zmag/,USA,HIGH,N/A,N/A,N/A,N/A,left
604 Now,https://604now.com/,Canada,MOSTLY FACTUAL,Newspaper,Medium Traffic,MOSTLY FREE,N/A,left_center
+972 Magazine,https://972mag.com/,USA,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
1600 Daily,https://www.whitehouse.gov/1600daily,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left_center
ABC News,https://abcnews.go.com,USA,HIGH,TV Station,High Traffic,MOSTLY FREE,N/A,left_center
ABC News Australia,https://www.abc.net.au,Australia,HIGH,TV Station,High Traffic,MOSTLY FREE,N/A,left_center
ABC11 Eyewitness News,https://abc11.com/,USA,HIGH,TV Station,Medium Traffic,MOSTLY FREE,N/A,left_center
Above the Law,https://abovethelaw.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left_center
AceShowbiz (ASB),https://www.aceshowbiz.com/,Indonesia,MIXED,Website,Medium Traffic,LIMITED FREEDOM,N/A,left_center
American Civil Liberties Union (ACLU),https://www.aclu.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,left_center
Aeon,https://aeon.co/,Australia,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left_center
Affinity Magazine,http://affinitymagazine.us/,USA,MIXED,Magazine,Minimal Traffic,MOSTLY FREE,N/A,left_center
African Arguments,https://africanarguments.org/,United Kingdom,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
Africa News,https://www.africanews.com/,France,MOSTLY FACTUAL,TV Station,Medium Traffic,MOSTLY FREE,N/A,left_center
Ahval News,https://ahvalnews.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,left_center
Akron Beacon Journal,https://www.beaconjournal.com/,USA,HIGH,Newspaper,Medium Traffic,N/A,N/A,left_center
Al Jazeera,https://www.aljazeera.com/,Qatar,MIXED,TV Station,High Traffic,N/A,N/A,left_center
Al Monitor,https://www.al-monitor.com/,USA,HIGH,Website,High Traffic,MOSTLY FREE,N/A,left_center
Al-Sura,https://al-sura.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
Alan Guttmacher Institute,https://www.guttmacher.org/,USA,HIGH,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,left_center
Albany Times-Union,https://www.timesunion.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,left_center
Alberta Views,https://albertaviews.ca,Canada,HIGH,Magazine,Minimal Traffic,MOSTLY FREE,N/A,left_center
AllGov,http://www.allgov.com,USA,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
AM New York,http://www.amny.com/,USA,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,left_center
America Magazine,https://www.americamagazine.org/,USA,HIGH,Magazine,Medium Traffic,MOSTLY FREE,N/A,left_center
American Immigration Council,https://www.americanimmigrationcouncil.org,USA,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,left_center
American Public Media,https://www.americanpublicmedia.org,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,left_center
American Purpose,https://www.americanpurpose.com/,USA,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left_center
Amnesty International,https://www.amnesty.org/en/,United Kingdom,HIGH,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,left_center
Anniston Star,https://www.annistonstar.com,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Anthropocene Magazine,http://www.anthropocenemagazine.org/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Anti-Defamation League (ADL),https://www.adl.org,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left_center
AOL,https://www.aol.com/,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,left_center
APM Reports,https://www.apmreports.org/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Apple News,https://www.apple.com/apple-news/,USA,MOSTLY FACTUAL,App/Website,High Traffic,MOSTLY FREE,N/A,left_center
APTN News,https://www.aptnnews.ca/,Canada (14/180 Press Freedom),HIGH,TV Station,Medium Traffic,N/A,N/A,left_center
Areo Magazine,https://areomagazine.com,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left_center
Arizona Daily Star,http://tucson.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Arizona Daily Sun,http://azdailysun.com,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Arizona Republic,https://www.azcentral.com,USA (44/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,left_center
Arkansas Times,https://www.arktimes.com,N/A,HIGH,N/A,N/A,N/A,N/A,left_center
Arms Control Association,https://www.armscontrol.org,USA,HIGH,N/A,N/A,N/A,N/A,left_center
ARTE,https://www.arte.tv/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Asheville Citizen-Times,https://www.citizen-times.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Asia Sentinel,https://www.asiasentinel.com/,USA,MIXED,N/A,N/A,N/A,N/A,left_center
Asian Correspondent,https://asiancorrespondent.com/,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left_center
Aspenia Online,https://aspeniaonline.it/,Italy,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,left_center
Aspen Institute,https://www.aspeninstitute.org/,USA,HIGH,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,left_center
Atavist Magazine,https://magazine.atavist.com/,USA,VERY-HIGH,N/A,N/A,N/A,N/A,left_center
Atlanta Black Star,https://atlantablackstar.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left_center
Atlanta Journal-Constitution,https://www.ajc.com/,USA (44/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,left_center
The Atlantic,https://www.theatlantic.com/,USA (44/180 Press Freedom),HIGH,Magazine,High Traffic,N/A,N/A,left_center
Atlantic Media,https://www.atlanticmedia.com/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Minimal Traffic,N/A,N/A,left_center
ATTN:,https://www.attn.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Austin American-Statesman,https://www.statesman.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Austin Daily Herald (Minnesota),https://www.austindailyherald.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
AV Club,https://www.avclub.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Axios,https://www.axios.com/,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,left_center
BackChannel,https://backchannel.com/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Balkan Insight,https://balkaninsight.com/,United Kingdom,HIGH,N/A,N/A,N/A,N/A,left_center
Baltimore Sun,https://www.baltimoresun.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Bangor Daily News,https://bangordailynews.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Baptist News Global,https://baptistnews.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Barrie Today,https://www.barrietoday.com/,Canada,HIGH,Website,Medium Traffic,MOSTLY FREE,N/A,left_center
Battle Creek Enquirer,https://www.battlecreekenquirer.com,USA,HIGH,N/A,N/A,N/A,N/A,left_center
The Baxter Bulletin,https://www.baxterbulletin.com,USA,HIGH,Newspaper,Minimal Traffic,N/A,N/A,left_center
Bay Nature Magazine,https://baynature.org/,USA,HIGH,Magazine,Medium Traffic,MOSTLY FREE,N/A,left_center
BBC,https://www.bbc.com/news,United Kingdom (33/180 Press Freedom),HIGH,TV Station,High Traffic,N/A,N/A,left_center
Bellingcat,https://www.bellingcat.com/,United Kingdom (34/180 Press Freedom),MOSTLY FACTUAL,Website,MediumTraffic,N/A,N/A,left_center
Bellingham Herald,https://www.bellinghamherald.com/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Berkeleyside,https://www.berkeleyside.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Berkshire Eagle,https://www.berkshireeagle.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Berliner Zeitung,https://www.berliner-zeitung.de/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Bing News,https://www.bing.com/news,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Birmingham Mail,https://www.birminghammail.co.uk,United Kingdom,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left_center
Black Enterprise Magazine,https://www.blackenterprise.com/,USA,HIGH,Magazine,Medium Traffic,MOSTLY FREE,N/A,left_center
BlackPressUSA,https://blackpressusa.com/,USA,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
Bleacher Report,https://bleacherreport.com/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Bloomberg News,https://www.bloomberg.com/,USA (45/180 Press Freedom),MOSTLY FACTUAL,TV Station,High Traffic,N/A,N/A,left_center
Bluestem Prairie,http://www.bluestemprairie.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Boston.com,https://www.boston.com/,N/A,N/A,N/A,N/A,N/A,N/A,left_center
Boston Globe,https://www.bostonglobe.com/,USA (44/180 Press Freedom),HIGH,Newspaper,High Traffic,N/A,N/A,left_center
Boy Genius Report (BGR),http://bgr.com/,USA (45/180 Press Freedom),HIGH,Website,Medium Traffic,N/A,N/A,left_center
Brampton Guardian,https://www.bramptonguardian.com,Canada,HIGH,N/A,N/A,N/A,N/A,left_center
Brennan Center for Justice,https://www.brennancenter.org/,USA (45/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left_center
Brookings Institution,https://www.brookings.edu/,USA (45/180 Press Freedom),VERY-HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left_center
Buffalo News,http://www.buffalonews.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Bulletin of the Atomic Scientists,https://thebulletin.org/,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,left_center
Business Insider,http://www.businessinsider.com/,USA (45/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,left_center
Bustle Magazine,https://www.bustle.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,left_center
Buzzfeed,https://www.buzzfeed.com/news,USA (45/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,left_center
Buzzfeed News,https://www.buzzfeednews.com/,USA (45/180 Press Freedom),MOSTLY FACTUAL,Website,High Traffic,N/A,N/A,left_center
Byline Times,https://bylinetimes.com/,United Kingdom,HIGH,Newspaper,Medium Traffic,MOSTLY FREE,N/A,left_center
Canadaland,https://www.canadaland.com/,Canada,HIGH,Website,Minimal Traffic,MOSTLY FREE,N/A,left_center
Capital Gazette,https://www.capitalgazette.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
Caribbean Life News,https://www.caribbeanlifenews.com/,USA,HIGH,N/A,N/A,N/A,N/A,left_center
