Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World,
Maldives,0,0,0,0,0,0,0,1,0,0,640,11,0,0,0,0,0,0,3,0,0,1,0,0,0,0,11,0,2,0,0,0,0,0,34,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,4,5,0,0,0,3,77,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,8,0,0,30,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,3,45,0,0,0,0,0,0,0,38,0,0,0,1,7,0,0,92,0,0,"1,409",0,0,0,0,0,0,0,24,77,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,191",
Mali,0,0,0,0,0,0,0,8,0,1,80,124,0,0,0,0,0,0,969,0,"1,331",0,0,1,0,0,7,0,1,"45,208",0,7,0,"13,111","1,667",0,792,0,0,111,556,2,0,0,"34,426",1,"400,332",0,0,0,0,63,32,0,0,17,3,203,0,0,0,0,0,0,0,19,"76,703",0,"52,549","9,852",0,"1,454","7,819",28,0,0,0,0,"50,943",0,0,0,0,0,24,4,0,0,0,0,42,0,0,"10,200",0,0,14,0,48,0,0,0,0,0,0,0,0,0,0,"1,326",345,0,0,6,0,0,0,0,0,0,0,0,0,"105,674",0,12,0,0,5,0,0,0,0,0,0,0,178,0,0,2,"90,580","165,795",0,49,0,0,0,0,0,0,3,0,33,118,0,0,75,73,0,0,0,133,0,"33,225",0,0,"1,876",0,0,1,6,0,0,174,203,"22,212",0,0,0,0,0,799,0,0,139,474,0,0,0,0,0,"8,330",0,0,"1,015",5,0,0,0,0,30,0,336,740,0,0,0,2,0,0,0,0,227,0,0,356,"1,143,309",
Malta,0,0,0,0,0,0,0,10,0,0,"44,130",110,0,5,0,0,0,0,447,0,0,8,0,5,0,0,33,0,82,0,0,0,0,0,"9,438",0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,39,36,89,0,0,46,32,1,0,0,0,2,0,3,0,43,497,0,0,0,0,753,0,88,0,0,0,0,0,0,0,0,0,0,96,6,0,0,0,0,400,0,0,"1,854",0,0,7,0,383,0,0,0,0,0,0,0,5,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,97,0,0,0,3,0,0,27,0,15,46,0,0,8,54,0,0,0,0,0,0,52,0,0,0,0,31,20,0,0,561,0,284,0,2,0,0,0,0,0,0,176,291,0,0,0,0,0,0,0,0,0,65,0,0,0,0,7,0,"35,000","12,245",0,0,0,3,0,0,0,0,0,0,0,0,"108,313",
Marshall Islands,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,273,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,53,1,0,0,45,0,0,0,2,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"9,038",0,0,2,0,0,0,0,0,0,0,0,0,"9,764",
Mauritania,0,0,0,0,0,0,0,1,0,0,60,25,0,0,0,0,0,0,"2,397",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,563,0,97,0,0,2,204,1,0,0,"3,196",0,"8,993",0,0,0,0,8,30,0,0,0,0,147,0,0,0,2,0,0,0,24,"18,037",0,0,"3,468",0,0,19,115,0,0,0,0,"1,316",585,0,0,0,0,6,2,0,0,0,203,37,0,0,760,0,0,69,0,61,0,0,0,0,0,0,0,0,0,0,0,364,0,0,3,0,0,0,0,0,0,"18,063",9,0,0,0,8,0,0,0,0,0,"1,632",0,0,0,0,306,0,0,9,0,"34,196",0,59,0,0,0,1,0,0,8,0,0,42,0,0,0,21,0,0,0,0,0,"51,951",0,0,134,0,0,2,9,0,0,0,0,"9,426",0,0,0,0,0,0,0,0,68,109,0,0,0,0,0,148,0,0,538,20,0,0,0,0,109,0,190,163,0,0,0,0,0,0,0,0,0,0,0,517,"158,537",
Mauritius,0,0,0,0,0,0,0,1,0,53,"27,590",118,0,0,0,0,0,0,"3,355",0,0,28,0,0,0,"1,948",0,0,1,0,0,0,0,0,"15,300",0,0,0,0,5,660,2,0,0,0,2,0,0,0,0,13,55,121,0,0,8,0,5,0,0,0,4,0,23,0,46,"45,011",0,0,0,0,0,0,53,0,0,0,0,14,0,0,0,0,0,60,5,293,0,0,0,"3,474",0,0,"8,893",0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,312,0,25,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,98,0,360,0,0,0,0,0,0,190,0,0,0,4,0,0,0,0,4,9,0,0,1,64,0,0,0,0,0,0,0,559,0,0,0,12,11,0,0,"14,043",0,243,0,1,0,0,0,0,0,0,189,"2,825",0,0,793,0,0,0,0,0,0,11,0,0,0,0,0,0,"34,000","2,983",0,0,1,0,0,0,0,0,0,0,0,2,"164,008",
Mexico,0,0,0,0,0,0,5,"11,508",0,0,"5,630","1,909",0,139,0,0,0,0,"2,564","5,074",0,47,0,"9,911",0,0,"3,282",0,65,0,0,3,0,0,"81,033",54,0,0,0,"2,155","1,261","3,050",0,0,0,"4,070",0,37,416,13,75,664,"1,088",0,0,"2,402","3,290",62,"1,725",0,0,65,0,26,0,811,"12,770",0,0,0,0,"18,329",0,696,0,0,0,"18,250",0,0,0,650,"1,582",0,536,102,0,0,0,0,838,0,"3,130","8,862",0,"2,231",9,0,77,0,0,0,0,0,0,0,35,0,0,0,0,25,14,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"4,279",0,0,869,0,0,0,"1,283",0,0,0,"4,989",0,"1,695","1,735",149,227,274,"2,861",0,153,204,0,0,3,0,0,0,25,0,0,0,7,109,116,0,0,470,0,"50,464",0,2,10,0,0,0,0,0,"2,469","6,970",0,0,0,"2,247",0,0,0,0,0,229,0,0,0,0,11,0,"11,039","11,573,680",601,0,0,"3,890",0,0,0,0,0,0,14,0,"11,881,712",
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,4,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"10,909",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,245",1,0,0,439,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,765",0,0,9,0,0,0,0,0,0,0,0,0,"32,869",
Moldova,0,0,0,0,0,0,0,473,0,0,"1,210","2,426","4,167",0,0,0,0,"7,653","1,010",0,0,0,0,8,8,0,0,0,"3,162",0,0,0,0,0,"14,178",0,0,0,0,11,137,3,0,0,0,5,0,110,0,0,"1,107","10,740",560,0,0,12,14,88,0,0,0,685,0,0,0,173,"6,658",0,0,0,"2,490","27,000",0,"9,866",0,0,0,0,2,0,0,0,0,0,257,28,0,0,0,0,"4,072",0,"11,102","176,241",0,0,36,"12,348",11,0,0,0,0,0,"2,954",0,"1,699",0,0,0,0,0,"1,051",15,0,0,0,0,0,0,0,46,0,0,0,5,0,0,0,0,0,0,0,0,0,0,185,0,0,7,0,0,0,913,0,0,0,4,0,0,7,0,595,"20,377",0,0,"151,249","294,522",0,0,19,0,0,0,280,0,0,0,0,142,368,0,0,0,0,"18,806",0,0,0,0,0,0,0,0,836,"1,814",0,808,0,0,0,0,0,0,0,"5,000","2,915",0,0,0,"157,826",0,"2,801","42,403",3,"18,850",0,0,0,0,0,0,0,0,0,0,"1,024,551",
Monaco,0,0,0,0,0,0,0,10,0,0,90,27,0,0,0,0,0,0,137,0,0,0,0,0,0,0,155,0,12,0,0,0,0,0,173,0,0,0,0,11,0,3,0,0,0,1,0,0,0,0,0,4,5,0,0,4,0,113,0,0,0,3,0,0,0,7,"25,326",0,0,0,0,0,0,"23,920",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,14,0,0,"1,594",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,15,0,0,0,6,0,0,2,3,26,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,42,0,237,0,0,0,0,0,0,0,0,45,288,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,352,651,2,0,0,3,0,0,0,0,0,0,0,0,"53,763",
Mongolia,0,0,0,0,0,0,0,10,0,0,"2,140","2,148",139,0,0,0,0,167,869,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,"1,202",0,0,0,0,2,"4,546",6,0,0,0,15,0,0,7,0,0,"5,716",59,0,0,4,11,43,0,0,0,34,0,0,0,55,"1,448",0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,964,19,0,0,0,0,586,0,0,288,0,0,6,0,34,0,0,"27,145",0,0,0,0,134,0,0,0,0,0,85,1,0,0,0,0,0,0,0,1,0,0,0,8,0,129,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,146,0,0,0,2,0,0,2,0,345,20,0,0,6,"21,158",0,0,0,0,0,0,0,1,0,0,0,64,6,0,0,0,0,422,0,0,0,0,0,0,0,0,"2,609",841,0,0,0,0,0,0,0,0,0,284,0,0,0,0,"4,413",0,"1,492",195,0,629,0,0,0,0,0,0,0,0,0,0,"81,311",
Montenegro,0,"5,816",0,0,0,0,0,"1,236",0,0,"1,840","1,778",0,0,0,0,0,0,26,0,0,0,0,2,"4,229",0,26,0,41,0,0,0,0,0,"1,772",0,0,0,0,0,0,0,0,0,0,0,0,"39,357",0,0,0,248,226,0,0,125,0,0,0,0,0,3,0,0,0,5,"1,424",0,0,0,0,"22,000",0,534,0,0,0,0,0,0,0,0,0,0,66,10,0,0,0,0,27,0,0,"2,417",0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,"9,065",0,"9,246",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,428,0,0,0,18,0,0,0,0,64,81,5,0,1,263,0,0,0,0,0,0,"70,735",0,0,0,0,42,"4,361",0,0,0,0,168,0,0,0,0,0,0,0,0,921,"2,840",0,0,0,0,0,0,0,0,0,"54,850",0,0,0,0,0,0,920,"24,112",0,0,0,276,0,0,0,0,0,0,0,0,"261,641",
Morocco,0,0,"1,087",0,480,0,0,231,0,5,"2,280","2,247",0,4,811,0,0,0,"211,395",0,0,22,0,24,0,0,622,0,127,0,0,0,0,0,"65,436",0,0,0,0,108,238,74,0,0,0,21,0,28,10,0,75,464,"5,555",0,0,34,71,"2,018",1,0,0,26,0,11,0,"2,126","940,552",0,681,0,0,"98,000",0,"2,038",0,0,0,0,323,0,0,0,3,0,259,174,0,0,0,597,676,0,"140,940","428,882",0,0,602,0,36,0,0,0,0,"3,045",0,0,16,193,0,0,"5,008",0,0,260,0,0,0,0,255,0,0,279,0,740,0,446,0,0,335,0,0,0,0,0,0,0,"168,475",769,0,0,0,0,0,"5,673",0,0,0,81,0,0,48,6,341,"2,033",0,"1,782",170,"1,101",0,0,19,0,0,"4,016",32,11,0,0,0,58,48,56,0,"1,791",0,"786,598",0,0,0,0,0,0,0,0,"9,480","17,562",0,0,0,0,0,0,0,0,"6,218",716,0,0,0,0,"1,754","8,529","27,000","80,384",43,0,0,"1,023",0,0,0,0,0,0,"1,328",0,"3,047,116",
Mozambique,0,0,0,0,0,"1,692",0,16,0,0,990,94,0,0,0,0,0,0,462,0,0,0,0,3,0,"1,227","1,747",0,50,0,0,26,0,0,"1,307",0,0,0,0,58,112,9,0,0,0,12,0,0,0,0,13,6,175,0,0,17,0,24,1,0,"1,113",2,0,0,0,71,"1,309",0,0,0,0,0,0,63,0,0,0,0,18,0,0,0,0,0,20,22,0,0,0,0,98,0,0,862,0,0,2,0,"1,324",0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,"55,184",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,125,0,647,0,0,2,0,0,0,186,0,0,0,3,0,0,3,0,29,"72,541",0,0,1,111,0,0,0,111,0,0,0,1,0,0,0,4,6,0,0,"675,480",0,"1,208",0,0,0,0,0,0,0,"10,805",330,"1,382",0,0,"17,460",0,0,0,0,0,0,10,0,0,0,42,15,0,"7,025","2,540",6,0,0,53,0,0,0,0,"1,364","94,382",0,2,"954,042",
Myanmar,0,0,0,0,0,0,0,9,0,0,"32,540",115,0,0,0,"239,742",0,0,224,0,0,3,37,0,0,0,14,0,0,0,0,0,53,0,"9,394",0,0,0,0,2,"39,776",5,0,0,0,12,0,0,0,0,52,237,"1,823",0,0,8,11,17,2,0,0,2,0,0,0,"1,180",479,0,0,0,0,"2,282",0,22,0,0,0,0,1,0,0,0,0,0,14,1,"50,081",0,0,0,243,0,0,448,0,99,23,0,69,0,0,"4,748",0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,"308,337",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,149",0,"2,258",0,0,0,0,"3,146",0,"2,303",0,101,0,0,1,434,6,4,0,0,0,626,0,0,0,0,"242,510",0,0,0,0,0,0,4,4,0,0,355,0,87,51,0,0,0,0,0,0,0,"1,511",289,0,0,0,"1,835,106",0,0,0,0,0,43,0,0,0,0,0,0,"10,710","142,494",0,0,2,0,"11,695",0,0,0,0,0,0,0,"2,947,287",
Namibia,0,0,0,0,0,"6,046",0,6,0,0,"1,370",223,0,0,0,0,0,0,73,0,0,3,0,0,0,"1,911",59,0,6,0,0,0,0,0,790,0,0,0,0,8,134,0,0,0,0,4,0,0,3,0,5,50,45,0,0,0,3,251,0,0,0,2,0,0,0,94,174,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,20,38,0,0,0,0,68,0,0,98,0,0,2,0,67,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,88,0,0,0,3,0,0,1,0,6,19,0,0,0,121,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,"174,043",0,127,0,0,0,0,0,0,0,0,131,281,0,0,"1,953",0,0,0,0,0,0,4,0,0,0,0,3,0,"2,171",924,7,0,0,0,0,0,0,0,660,0,0,0,"192,392",
Nepal,0,0,0,0,0,0,0,2,0,2,"50,440",690,0,0,"3,888","39,988",0,0,"3,727",0,0,33,769,6,0,0,61,"5,649",10,0,0,0,46,0,"9,702",0,0,0,0,11,"2,401",0,0,0,0,119,0,0,0,0,67,305,"3,044",0,0,0,3,7,0,0,0,46,0,0,0,"2,735","1,344",0,0,0,17,"3,936",0,51,0,0,0,0,24,0,0,0,0,"9,479",72,104,"537,517",0,0,0,509,0,0,"2,014",0,0,182,0,52,0,0,"11,479",0,"56,135",0,0,13,0,0,0,0,0,0,34,0,0,0,0,"209,121",0,0,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,"1,800",0,"1,504",3,0,0,140,"1,658",0,0,0,2,0,0,1,70,60,549,0,"341,000",0,175,0,0,0,0,"455,905",0,0,176,0,0,0,10,25,0,0,209,0,"3,960",344,0,0,0,0,0,0,0,853,972,0,0,0,"11,514",0,0,0,0,0,16,0,0,0,0,48,"26,595","70,487","129,450",1,0,1,0,"2,420",0,0,0,0,0,0,0,"2,005,848",
Netherlands,0,0,393,0,223,0,16,"1,390",0,"4,615","82,570","8,418",0,56,303,0,0,0,"129,755",0,0,47,21,397,15,754,"4,073","1,454","1,163",0,0,37,30,386,"128,873",51,35,0,0,813,"3,378",376,0,0,0,"1,026",0,787,22,"9,702",567,"5,257","6,309",0,10,799,"1,209",933,33,0,0,319,0,15,0,"1,494","44,504",0,0,0,11,"149,160",284,"3,735",0,0,0,145,36,0,0,0,91,"1,035","3,537",306,0,"7,110",0,0,"5,355",0,"5,030","12,685",0,"1,405",200,0,656,0,0,0,0,"1,067",0,0,137,0,0,58,"1,809",78,101,"4,734",0,0,0,0,859,0,0,532,0,54,0,"1,621",0,0,469,0,133,0,0,0,478,0,0,0,"21,137",272,0,0,0,"8,807","1,412",0,0,497,0,46,790,498,"2,776","4,092",36,666,466,548,0,0,0,0,0,0,746,4,0,0,755,631,866,0,0,"33,217",0,"44,648",0,5,20,0,0,0,"10,719",0,"10,656","22,975",0,51,0,"5,619",0,0,0,0,0,"32,345",0,0,0,312,89,"3,010","72,000","79,902",112,0,4,700,0,0,0,0,0,0,"12,165",12,"1,019,145",
New Caledonia,0,0,0,0,0,0,0,234,0,0,"1,680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,"2,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,0,98,362,1,0,255,0,0,0,0,0,0,0,0,"1,680","6,946",
New Zealand,0,0,0,"1,028",0,0,12,11,0,0,"607,230",482,0,25,0,0,0,0,394,0,0,62,25,66,3,0,334,"25,363",63,0,0,0,0,0,"12,046",74,0,0,0,178,"3,656",54,0,0,0,49,0,130,0,1,109,275,617,0,0,8,167,87,3,0,0,16,0,8,"1,987",226,"1,987",132,0,0,0,"3,251",0,482,0,0,0,0,1,0,0,0,2,"2,282",191,56,0,0,0,0,"2,442",96,0,871,0,"4,398",63,0,65,55,0,"2,387",0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,"5,847",26,0,53,9,0,0,105,14,0,19,0,0,0,0,0,45,0,"3,866",157,0,1,0,0,0,633,0,0,0,51,"1,870",15,111,395,114,47,7,0,49,86,0,"3,818",0,0,0,0,23,1,0,"4,061",4,49,83,232,0,"5,166",0,914,111,0,1,0,0,0,0,25,"1,094","1,856",0,112,0,"1,852",186,0,0,0,0,430,0,0,4,0,27,0,"66,000","33,605",42,0,318,18,0,0,0,0,0,0,38,"2,994","810,169",
Nicaragua,0,0,0,0,0,0,0,279,0,107,850,237,0,10,0,0,0,0,309,0,0,3,0,115,0,0,449,0,47,0,0,0,0,0,"10,525",510,0,0,0,296,0,611,0,0,0,"294,018",0,0,279,0,13,27,144,0,0,574,575,1,"7,874",0,0,3,0,0,0,107,656,0,0,0,0,"1,524",0,157,0,0,0,"8,908",4,0,0,0,"7,844",0,25,7,0,0,0,0,34,0,0,"1,227",186,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"4,196",0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,195,0,0,0,"13,335",0,27,189,0,6,15,307,0,0,60,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,178,0,"25,349",0,0,0,0,0,0,0,0,804,652,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,332,"243,024",54,0,0,"2,076",0,0,0,0,0,0,0,0,"629,892",
Niger,0,0,0,0,0,0,0,160,0,1,40,42,0,0,0,0,0,0,"1,939",0,"78,209",0,0,10,0,0,16,0,1,"13,163",0,0,0,"17,305",725,39,692,"2,950",0,13,349,0,0,0,0,1,"55,979",0,0,0,11,6,9,0,0,4,14,147,0,0,0,0,0,0,0,19,"5,585",0,0,0,0,"1,177","9,205",111,0,0,0,0,885,0,0,0,0,0,9,0,0,0,0,0,138,0,0,"1,017",0,0,9,0,57,0,0,0,0,0,0,0,0,0,0,224,364,0,0,13,0,0,0,0,0,0,"6,039",46,0,328,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,"116,114",0,59,0,0,0,0,0,0,2,0,4,0,0,0,0,30,0,0,0,0,0,"1,647",0,0,153,0,0,6,2,0,0,31,0,282,0,0,0,0,0,0,0,0,48,207,0,25,0,0,0,"67,214",0,0,0,4,0,0,0,0,54,0,177,547,0,0,0,0,0,0,0,0,0,0,0,0,"383,917",
Nigeria,0,0,634,0,0,0,42,44,0,4,"8,980","8,212",0,166,"2,003",0,0,0,"5,859",50,"46,036",186,0,13,0,770,"1,370",0,141,"5,201",0,686,0,"115,519","32,118",15,"2,453","13,199",0,25,"1,331",49,0,0,0,57,"43,761",28,5,0,360,"1,214","1,336",0,50,58,74,"1,173",0,394,0,210,0,8,0,"2,400","5,854",0,"22,779",0,0,"25,000","70,705","3,935",0,0,0,0,578,0,0,0,0,0,"1,675",85,639,0,0,0,"23,546",0,0,"65,129",0,"2,871",25,0,976,0,0,"1,600",0,"4,839",0,0,15,0,0,"5,152","2,913",0,22,8,0,0,0,0,"1,350",0,"12,442",426,0,0,0,455,0,0,0,0,0,0,0,0,910,0,"7,089",0,0,24,"98,849",0,0,"1,795",0,0,0,38,0,0,16,198,408,276,0,"4,152",224,796,0,0,1,363,0,826,0,137,"2,091",0,0,119,80,0,0,"27,326","3,541","35,550",0,14,13,0,0,"17,488",0,1,"4,669","3,559",0,0,0,"1,556",0,"32,796",0,505,553,"1,039",0,0,0,3,305,"14,971","190,000","306,874",14,0,0,106,0,0,0,0,532,0,3,0,"1,309,063",
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,"2,370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"7,298",0,0,0,0,0,0,0,0,0,0,0,0,"10,202",
Norway,0,0,0,0,0,0,0,264,0,1,"4,520",801,0,12,0,"14,651",0,60,"1,198",0,0,12,0,100,0,464,703,0,265,0,0,0,0,0,"6,204",0,0,0,0,424,850,87,0,0,0,160,0,110,2,1,235,303,"15,556",0,0,92,344,139,8,0,0,268,0,384,0,"1,690","4,131",0,0,0,0,"9,507",0,507,68,0,0,0,1,0,0,0,8,0,"1,307","1,056",0,0,0,0,519,0,0,"1,694",0,474,43,0,160,0,0,0,0,0,0,0,311,0,0,0,342,6,886,186,0,0,0,0,303,0,0,82,0,0,0,70,0,0,47,0,0,0,0,0,48,0,"2,700",0,0,14,0,0,0,0,0,0,0,79,0,16,125,673,"1,638",343,0,0,346,701,0,0,0,0,0,0,137,1,0,0,2,841,62,0,0,"1,838",0,"14,064",117,0,0,0,0,0,0,0,"42,074","2,201",0,0,0,"3,782",0,0,0,0,0,"5,263",0,0,0,0,187,0,"18,000","22,669",23,0,0,91,696,0,0,0,0,0,3,0,"190,350",
